Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST,Netznutzung,Energielieferungkosten,Abgaben an das Gemeinwesen,Förderabgaben (KEV)
Appenzell Ausserrhoden,H6,2020,Standardprodukt,14.72,5.183557,7.240207,0.0,2.3
Schaffhausen,C2,2023,Standardprodukt,23.55,11.493875,9.759084,0.0,2.3
Schaffhausen,C1,2023,Standardprodukt,24.7,12.635,9.765,0.0,2.3
Schaffhausen,H3,2022,Standardprodukt,18.85,9.630158,6.9232855,0.0,2.3
Freiburg,H6,2023,Standardprodukt,17.75,4.763128,10.68578,0.0,2.3
Freiburg,C4,2020,Günstigstes Produkt,18.65,5.764456,10.593,0.0,2.3
Freiburg,C4,2021,Standardprodukt,18.65,5.764456,10.593,0.0,2.3
Freiburg,C4,2018,Günstigstes Produkt,18.83,5.9414415,10.593,0.0,2.3
Schaffhausen,H7,2022,Günstigstes Produkt,16.97,7.7413187,6.931264,0.0,2.3
Freiburg,C4,2021,Günstigstes Produkt,18.65,5.764456,10.593,0.0,2.3
Freiburg,C4,2022,Standardprodukt,18.65,5.764461,10.593,0.0,2.3
Appenzell Innerrhoden,C6,2022,Standardprodukt,13.69,4.4576445,6.933811,0.0,2.3
Freiburg,C4,2020,Standardprodukt,18.65,5.764456,10.593,0.0,2.3
Schaffhausen,H5,2022,Standardprodukt,17.9,8.661428,6.938738,0.0,2.3
Genf,C4,2019,Günstigstes Produkt,15.77,6.52298,6.9494,0.0,2.3
Freiburg,C4,2019,Günstigstes Produkt,18.4,5.512456,10.593,0.0,2.3
Freiburg,C3,2019,Günstigstes Produkt,19.08,6.260714,10.52,0.0,2.3
Freiburg,C3,2019,Standardprodukt,19.08,6.260714,10.52,0.0,2.3
Appenzell Innerrhoden,H6,2022,Günstigstes Produkt,15.43,6.180636,6.950207,0.0,2.3
Freiburg,C3,2018,Standardprodukt,19.53,6.7084613,10.52,0.0,2.3
Freiburg,C3,2020,Günstigstes Produkt,19.36,6.540714,10.52,0.0,2.3
Freiburg,C3,2018,Günstigstes Produkt,19.53,6.7084613,10.52,0.0,2.3
Appenzell Innerrhoden,H2,2019,Standardprodukt,20.29,11.030286,6.957143,0.0,2.3
Appenzell Ausserrhoden,H3,2019,Standardprodukt,17.33,8.068889,6.9598413,0.0,2.3
Appenzell Innerrhoden,H6,2021,Günstigstes Produkt,15.07,5.8125286,6.960207,0.0,2.3
Freiburg,C4,2019,Standardprodukt,18.4,5.512456,10.593,0.0,2.3
Appenzell Ausserrhoden,H6,2022,Günstigstes Produkt,15.43,6.180636,6.950207,0.0,2.3
Appenzell Innerrhoden,C5,2022,Günstigstes Produkt,14.43,5.1665,6.96281,0.0,2.3
Freiburg,C3,2020,Standardprodukt,19.36,6.540714,10.52,0.0,2.3
Appenzell Ausserrhoden,C5,2022,Günstigstes Produkt,14.43,5.1665,6.96281,0.0,2.3
Freiburg,C3,2021,Standardprodukt,19.36,6.540714,10.52,0.0,2.3
Appenzell Ausserrhoden,C4,2022,Günstigstes Produkt,15.53,6.2695,6.96281,0.0,2.3
Appenzell Ausserrhoden,C4,2022,Standardprodukt,15.53,6.2695,6.96281,0.0,2.3
Freiburg,C3,2022,Günstigstes Produkt,19.36,6.540725,10.52,0.0,2.3
Schaffhausen,H5,2020,Standardprodukt,19.06,9.793285,6.9655476,0.0,2.3
Freiburg,C3,2021,Günstigstes Produkt,19.36,6.540714,10.52,0.0,2.3
Appenzell Innerrhoden,C4,2022,Günstigstes Produkt,15.53,6.2695,6.96281,0.0,2.3
Appenzell Ausserrhoden,C5,2022,Standardprodukt,14.43,5.1665,6.96281,0.0,2.3
Appenzell Ausserrhoden,H7,2020,Günstigstes Produkt,15.36,6.058956,6.998228,0.0,2.3
Appenzell Innerrhoden,H4,2019,Standardprodukt,18.03,8.733334,7.0,0.0,2.3
Appenzell Innerrhoden,H8,2019,Standardprodukt,16.86,7.560115,7.000099,0.0,2.3
Schaffhausen,H8,2022,Günstigstes Produkt,18.56,9.255349,7.001801,0.0,2.3
Appenzell Ausserrhoden,C5,2021,Günstigstes Produkt,14.15,4.8675,6.982955,0.0,2.3
Schaffhausen,H4,2022,Günstigstes Produkt,19.61,10.312857,7.001754,0.0,2.3
Freiburg,H6,2021,Günstigstes Produkt,13.53,4.263128,6.97348,0.0,2.3
Schaffhausen,H7,2022,Standardprodukt,17.01,7.7413187,6.971264,0.0,2.3
Appenzell Innerrhoden,H1,2019,Standardprodukt,23.3,14.02497,6.9784226,0.0,2.3
Freiburg,H6,2018,Günstigstes Produkt,13.93,4.655252,6.97348,0.0,2.3
Freiburg,H6,2020,Günstigstes Produkt,13.53,4.263128,6.97348,0.0,2.3
Genf,C6,2018,Günstigstes Produkt,13.79,4.497647,6.9904,0.0,2.3
Freiburg,H6,2023,Günstigstes Produkt,17.35,4.763128,10.28578,0.0,2.3
Appenzell Innerrhoden,C5,2021,Günstigstes Produkt,14.15,4.8675,6.982955,0.0,2.3
Appenzell Ausserrhoden,H6,2021,Günstigstes Produkt,15.07,5.8125286,6.960207,0.0,2.3
Freiburg,C3,2022,Standardprodukt,19.36,6.540725,10.52,0.0,2.3
Appenzell Ausserrhoden,C4,2021,Standardprodukt,15.15,5.871,6.982955,0.0,2.3
Appenzell Ausserrhoden,C4,2021,Günstigstes Produkt,15.15,5.871,6.982955,0.0,2.3
Appenzell Ausserrhoden,C5,2021,Standardprodukt,14.15,4.8675,6.982955,0.0,2.3
Appenzell Innerrhoden,H7,2020,Günstigstes Produkt,15.36,6.058956,6.998228,0.0,2.3
Schaffhausen,H2,2022,Günstigstes Produkt,21.71,12.406285,6.9979143,0.0,2.3
Schaffhausen,H2,2022,Standardprodukt,21.75,12.406285,7.0379143,0.0,2.3
Appenzell Innerrhoden,C5,2022,Standardprodukt,14.06,4.7424,7.0216,0.0,2.3
Schaffhausen,H7,2020,Standardprodukt,17.23,7.8952746,7.032253,0.0,2.3
Appenzell Ausserrhoden,C3,2022,Günstigstes Produkt,16.69,7.351333,7.0403333,0.0,2.3
Appenzell Innerrhoden,C3,2022,Günstigstes Produkt,16.69,7.351333,7.0403333,0.0,2.3
Appenzell Ausserrhoden,H5,2019,Standardprodukt,16.31,6.976,7.027357,0.0,2.3
Appenzell Ausserrhoden,H7,2019,Standardprodukt,15.67,6.204025,7.168228,0.0,2.3
Freiburg,C1,2019,Standardprodukt,20.91,8.72145,9.894427,0.0,2.3
Genf,C6,2019,Günstigstes Produkt,14.03,4.563727,7.1708,0.0,2.3
Freiburg,C1,2021,Standardprodukt,21.26,9.06645,9.894427,0.0,2.3
Freiburg,C1,2022,Standardprodukt,21.26,9.06645,9.894427,0.0,2.3
Schaffhausen,C2,2020,Günstigstes Produkt,19.77,10.43485,7.043182,0.0,2.3
Schaffhausen,H4,2022,Standardprodukt,19.65,10.312857,7.041754,0.0,2.3
Appenzell Innerrhoden,H3,2021,Standardprodukt,17.3,7.9101586,7.089206,0.0,2.3
Appenzell Ausserrhoden,C3,2021,Günstigstes Produkt,16.16,6.802,7.0589585,0.0,2.3
Schaffhausen,C1,2020,Günstigstes Produkt,20.93,11.57,7.0575,0.0,2.3
Schaffhausen,H8,2022,Standardprodukt,18.6,9.255349,7.041801,0.0,2.3
Appenzell Ausserrhoden,C3,2022,Standardprodukt,16.69,7.351333,7.0403333,0.0,2.3
Appenzell Innerrhoden,C4,2022,Standardprodukt,15.78,6.4584,7.0216,0.0,2.3
Schaffhausen,H1,2020,Günstigstes Produkt,25.28,15.935,7.04,0.0,2.3
Appenzell Innerrhoden,H3,2020,Standardprodukt,17.3,7.9101586,7.089206,0.0,2.3
Appenzell Ausserrhoden,H1,2018,Günstigstes Produkt,20.75,11.37,7.08,0.0,2.3
Appenzell Ausserrhoden,H6,2020,Günstigstes Produkt,13.94,5.183557,6.460207,0.0,2.3
Appenzell Innerrhoden,H5,2020,Standardprodukt,16.28,6.8201427,7.155286,0.0,2.3
Appenzell Ausserrhoden,H3,2023,Standardprodukt,25.52,9.065397,14.149841,0.0,2.3
Genf,C3,2018,Günstigstes Produkt,16.61,7.191867,7.1186666,0.0,2.3
Genf,C7,2020,Günstigstes Produkt,13.33,3.9160547,7.1073427,0.0,2.3
Appenzell Innerrhoden,H5,2021,Standardprodukt,16.28,6.8201427,7.155286,0.0,2.3
Appenzell Innerrhoden,H5,2023,Standardprodukt,24.25,7.768429,14.179428,0.0,2.3
St. Gallen,H3,2017,Standardprodukt,21.15,12.386666,6.455238,0.0,2.3
Appenzell Ausserrhoden,H5,2023,Standardprodukt,24.53,8.009857,14.217357,0.0,2.3
Appenzell Innerrhoden,H6,2020,Günstigstes Produkt,13.94,5.183557,6.460207,0.0,2.3
Appenzell Innerrhoden,H7,2023,Standardprodukt,23.83,7.209643,14.323297,0.0,2.3
Appenzell Ausserrhoden,H2,2020,Günstigstes Produkt,20.26,10.773714,7.1897144,0.0,2.3
Freiburg,C1,2018,Standardprodukt,21.37,9.181831,9.894427,0.0,2.3
Appenzell Innerrhoden,H2,2020,Günstigstes Produkt,20.26,10.773714,7.1897144,0.0,2.3
Schaffhausen,H2,2020,Standardprodukt,23.09,13.616858,7.168943,0.0,2.3
Schaffhausen,C1,2022,Günstigstes Produkt,19.68,10.1975,7.1825,0.0,2.3
Schaffhausen,H4,2020,Standardprodukt,21.01,11.530238,7.1768174,0.0,2.3
Schaffhausen,H8,2020,Standardprodukt,19.95,10.474547,7.1769133,0.0,2.3
Appenzell Innerrhoden,C3,2022,Standardprodukt,16.43,7.0026665,7.129833,0.0,2.3
Schaffhausen,C2,2022,Günstigstes Produkt,18.55,9.066433,7.1755185,0.0,2.3
Freiburg,C1,2020,Standardprodukt,21.26,9.06645,9.894427,0.0,2.3
Appenzell Ausserrhoden,H8,2020,Günstigstes Produkt,16.83,7.300107,7.2300935,0.0,2.3
Freiburg,C2,2020,Standardprodukt,19.94,7.833093,9.806027,0.0,2.3
Appenzell Ausserrhoden,H4,2020,Günstigstes Produkt,18.0,8.473333,7.23,0.0,2.3
Schaffhausen,H1,2023,Standardprodukt,29.08,16.9225,9.86,0.0,2.3
Freiburg,C2,2018,Standardprodukt,20.31,8.20299,9.806027,0.0,2.3
Freiburg,C2,2021,Standardprodukt,19.94,7.833093,9.806027,0.0,2.3
Schaffhausen,C1,2022,Standardprodukt,19.72,10.1975,7.2225,0.0,2.3
Appenzell Innerrhoden,H4,2020,Günstigstes Produkt,18.0,8.473333,7.23,0.0,2.3
Schaffhausen,H1,2022,Günstigstes Produkt,24.32,14.7225,7.3,0.0,2.3
Appenzell Innerrhoden,H8,2020,Günstigstes Produkt,16.83,7.300107,7.2300935,0.0,2.3
Schaffhausen,H1,2019,Standardprodukt,25.54,16.015871,7.22,0.0,2.3
Schaffhausen,C1,2023,Günstigstes Produkt,24.64,12.635,9.705,0.0,2.3
Appenzell Ausserrhoden,H3,2022,Günstigstes Produkt,18.64,9.055873,7.2798414,0.0,2.3
Schaffhausen,C2,2023,Günstigstes Produkt,23.49,11.493875,9.699083,0.0,2.3
Jura,C7,2022,Standardprodukt,16.58,4.5808034,9.696076,0.0,2.3
Appenzell Ausserrhoden,C2,2018,Standardprodukt,16.64,7.0950418,7.236308,0.0,2.3
Appenzell Innerrhoden,H3,2022,Günstigstes Produkt,18.64,9.055873,7.2798414,0.0,2.3
Schaffhausen,C2,2022,Standardprodukt,18.59,9.066433,7.2155185,0.0,2.3
Freiburg,C2,2019,Standardprodukt,19.85,7.741093,9.806027,0.0,2.3
Schaffhausen,H1,2023,Günstigstes Produkt,29.02,16.9225,9.8,0.0,2.3
Appenzell Ausserrhoden,C1,2018,Standardprodukt,17.91,8.343828,7.269453,0.0,2.3
Freiburg,C2,2022,Standardprodukt,19.94,7.833093,9.806027,0.0,2.3
Jura,C7,2021,Günstigstes Produkt,14.24,4.644446,7.2997084,0.0,2.3
Bern,C7,2021,Günstigstes Produkt,14.24,4.644446,7.2997084,0.0,2.3
Appenzell Innerrhoden,H7,2020,Standardprodukt,15.84,6.249368,7.2931595,0.0,2.3
Bern,C7,2022,Standardprodukt,16.58,4.5808034,9.696076,0.0,2.3
Appenzell Innerrhoden,H3,2021,Günstigstes Produkt,18.24,8.6526985,7.289841,0.0,2.3
Bern,C7,2018,Günstigstes Produkt,14.43,4.8335657,7.2997084,0.0,2.3
Appenzell Innerrhoden,C3,2021,Günstigstes Produkt,16.16,6.802,7.0589585,0.0,2.3
Jura,C7,2019,Günstigstes Produkt,14.32,4.724446,7.2997084,0.0,2.3
Appenzell Ausserrhoden,C3,2021,Standardprodukt,16.16,6.802,7.0589585,0.0,2.3
Appenzell Innerrhoden,H7,2021,Standardprodukt,15.84,6.249368,7.2931595,0.0,2.3
Bern,C7,2020,Günstigstes Produkt,14.24,4.644446,7.2997084,0.0,2.3
Bern,C7,2019,Günstigstes Produkt,14.32,4.724446,7.2997084,0.0,2.3
Jura,C7,2020,Günstigstes Produkt,14.24,4.644446,7.2997084,0.0,2.3
Jura,C7,2018,Günstigstes Produkt,14.43,4.8335657,7.2997084,0.0,2.3
Genf,C3,2019,Günstigstes Produkt,16.67,7.0708,7.304,0.0,2.3
Appenzell Ausserrhoden,H1,2021,Standardprodukt,23.47,11.51,9.66,0.0,2.3
Schaffhausen,C2,2019,Standardprodukt,20.1,10.51485,7.289173,0.0,2.3
Schaffhausen,C1,2019,Standardprodukt,21.26,11.65,7.31,0.0,2.3
Appenzell Ausserrhoden,H3,2021,Günstigstes Produkt,18.24,8.6526985,7.289841,0.0,2.3
Schaffhausen,H4,2023,Standardprodukt,24.4,12.489961,9.611825,0.0,2.3
Solothurn,C7,2018,Standardprodukt,14.29,4.239963,7.3094964,0.0,2.3
Appenzell Ausserrhoden,H5,2022,Günstigstes Produkt,17.63,7.9787855,7.3473573,0.0,2.3
Schaffhausen,H1,2022,Standardprodukt,24.36,14.7225,7.34,0.0,2.3
Schaffhausen,H7,2023,Standardprodukt,21.71,9.862473,9.547967,0.0,2.3
Appenzell Ausserrhoden,H1,2022,Standardprodukt,23.77,11.91,9.56,0.0,2.3
Appenzell Innerrhoden,H5,2022,Günstigstes Produkt,17.63,7.9787855,7.3473573,0.0,2.3
Schaffhausen,H2,2023,Standardprodukt,26.49,14.577857,9.608571,0.0,2.3
Appenzell Innerrhoden,H5,2021,Günstigstes Produkt,17.23,7.5684285,7.357357,0.0,2.3
Schaffhausen,H2,2023,Günstigstes Produkt,26.35,14.511071,9.540714,0.0,2.3
Appenzell Ausserrhoden,H5,2021,Günstigstes Produkt,17.23,7.5684285,7.357357,0.0,2.3
Schaffhausen,H4,2023,Günstigstes Produkt,24.34,12.489961,9.551826,0.0,2.3
Appenzell Ausserrhoden,C2,2019,Günstigstes Produkt,16.67,7.0011334,7.366308,0.0,2.3
Freiburg,H1,2020,Standardprodukt,26.29,14.484,9.508333,0.0,2.3
Schaffhausen,H8,2023,Standardprodukt,23.26,11.43252,9.53287,0.0,2.3
Freiburg,H1,2019,Standardprodukt,24.57,12.759,9.508333,0.0,2.3
Appenzell Innerrhoden,C2,2019,Günstigstes Produkt,16.67,7.0011334,7.366308,0.0,2.3
Appenzell Innerrhoden,H6,2022,Standardprodukt,15.07,5.3980427,7.3665857,0.0,2.3
Schaffhausen,H5,2023,Standardprodukt,22.5,10.677262,9.524524,0.0,2.3
Freiburg,H6,2019,Standardprodukt,13.82,4.152728,7.37348,0.0,2.3
Freiburg,H6,2021,Standardprodukt,13.93,4.263128,7.37348,0.0,2.3
Schaffhausen,H3,2023,Standardprodukt,23.45,11.636587,9.511429,0.0,2.3
Freiburg,H1,2021,Standardprodukt,26.29,14.484,9.508333,0.0,2.3
Freiburg,H1,2022,Standardprodukt,26.29,14.484,9.508333,0.0,2.3
Freiburg,C1,2018,Günstigstes Produkt,20.97,9.181831,9.494427,0.0,2.3
Freiburg,H1,2018,Standardprodukt,25.04,13.226,9.508333,0.0,2.3
Freiburg,C1,2020,Günstigstes Produkt,20.86,9.06645,9.494427,0.0,2.3
Freiburg,C1,2021,Günstigstes Produkt,20.86,9.06645,9.494427,0.0,2.3
Freiburg,H2,2021,Standardprodukt,23.34,11.63264,9.408,0.0,2.3
Freiburg,C1,2022,Günstigstes Produkt,20.86,9.06645,9.494427,0.0,2.3
Appenzell Innerrhoden,H1,2021,Günstigstes Produkt,22.8,11.51,8.99,0.0,2.3
Appenzell Ausserrhoden,H1,2021,Günstigstes Produkt,22.8,11.51,8.99,0.0,2.3
Appenzell Ausserrhoden,H1,2018,Standardprodukt,21.41,11.37,7.74,0.0,2.3
Schaffhausen,H7,2023,Günstigstes Produkt,21.65,9.862473,9.492088,0.0,2.3
Freiburg,C1,2019,Günstigstes Produkt,20.51,8.72145,9.494427,0.0,2.3
Appenzell Ausserrhoden,C1,2019,Günstigstes Produkt,17.95,8.250625,7.399453,0.0,2.3
Schaffhausen,H5,2023,Günstigstes Produkt,22.45,10.690119,9.464524,0.0,2.3
Appenzell Innerrhoden,C1,2019,Günstigstes Produkt,17.95,8.250625,7.399453,0.0,2.3
Appenzell Ausserrhoden,H2,2019,Standardprodukt,20.55,10.892,7.3597145,0.0,2.3
Schaffhausen,H8,2023,Günstigstes Produkt,23.28,11.43252,9.551865,0.0,2.3
Schaffhausen,H3,2023,Günstigstes Produkt,23.39,11.636587,9.447857,0.0,2.3
Freiburg,H2,2022,Standardprodukt,23.34,11.63264,9.408,0.0,2.3
Freiburg,H2,2020,Standardprodukt,23.34,11.63264,9.408,0.0,2.3
Schaffhausen,H6,2023,Standardprodukt,20.68,8.957108,9.424723,0.0,2.3
Freiburg,H2,2018,Standardprodukt,22.71,10.99736,9.408,0.0,2.3
Freiburg,H2,2019,Standardprodukt,22.24,10.52864,9.408,0.0,2.3
Freiburg,C2,2019,Günstigstes Produkt,19.45,7.741093,9.406028,0.0,2.3
Freiburg,C2,2022,Günstigstes Produkt,19.54,7.833093,9.406028,0.0,2.3
Freiburg,C2,2020,Günstigstes Produkt,19.54,7.833093,9.406028,0.0,2.3
Freiburg,C2,2018,Günstigstes Produkt,19.91,8.20299,9.406028,0.0,2.3
Genf,C4,2020,Günstigstes Produkt,16.1,6.3829,7.4216,0.0,2.3
Freiburg,C2,2021,Günstigstes Produkt,19.54,7.833093,9.406028,0.0,2.3
Freiburg,H8,2019,Standardprodukt,19.73,8.035013,9.388361,0.0,2.3
Freiburg,H4,2020,Standardprodukt,21.16,9.4688,9.387777,0.0,2.3
Freiburg,H8,2021,Standardprodukt,20.09,8.403013,9.388361,0.0,2.3
Freiburg,H8,2022,Standardprodukt,20.09,8.403013,9.388361,0.0,2.3
Freiburg,H8,2020,Standardprodukt,20.09,8.403013,9.388361,0.0,2.3
Freiburg,H4,2019,Standardprodukt,20.55,8.855467,9.387777,0.0,2.3
Appenzell Ausserrhoden,H8,2019,Standardprodukt,17.12,7.420111,7.400093,0.0,2.3
Freiburg,H4,2022,Standardprodukt,21.16,9.4688,9.387777,0.0,2.3
Schaffhausen,H6,2023,Günstigstes Produkt,20.63,8.957108,9.3703575,0.0,2.3
Appenzell Innerrhoden,C1,2020,Standardprodukt,18.73,8.144218,8.292656,0.0,2.3
Appenzell Ausserrhoden,H4,2019,Standardprodukt,18.29,8.593333,7.4,0.0,2.3
Schaffhausen,H1,2020,Standardprodukt,25.67,15.935,7.43,0.0,2.3
Schaffhausen,C2,2020,Standardprodukt,20.16,10.43485,7.433182,0.0,2.3
Schaffhausen,C1,2020,Standardprodukt,21.32,11.57,7.4475,0.0,2.3
Freiburg,H4,2021,Standardprodukt,21.16,9.4688,9.387777,0.0,2.3
Freiburg,H4,2018,Standardprodukt,21.01,9.324533,9.387777,0.0,2.3
Appenzell Innerrhoden,H7,2022,Günstigstes Produkt,16.99,7.204849,7.488228,0.0,2.3
Genf,H3,2020,Günstigstes Produkt,18.3,8.553238,7.4542856,0.0,2.3
Appenzell Ausserrhoden,H7,2022,Günstigstes Produkt,16.99,7.204849,7.488228,0.0,2.3
Genf,H3,2018,Günstigstes Produkt,18.25,8.49619,7.4542856,0.0,2.3
Appenzell Ausserrhoden,H1,2020,Standardprodukt,22.38,10.81,9.27,0.0,2.3
Genf,H3,2019,Günstigstes Produkt,18.22,8.46581,7.4542856,0.0,2.3
Freiburg,H6,2018,Standardprodukt,14.33,4.655252,7.37348,0.0,2.3
Freiburg,H6,2022,Standardprodukt,13.93,4.263128,7.37348,0.0,2.3
Freiburg,H6,2020,Standardprodukt,13.93,4.263128,7.37348,0.0,2.3
Appenzell Innerrhoden,H2,2021,Standardprodukt,20.53,10.750286,7.4805713,0.0,2.3
Appenzell Innerrhoden,H2,2020,Standardprodukt,20.53,10.750286,7.4805713,0.0,2.3
Appenzell Innerrhoden,H7,2021,Günstigstes Produkt,16.58,6.7795057,7.498228,0.0,2.3
Appenzell Innerrhoden,H1,2020,Standardprodukt,23.54,13.74497,7.500149,0.0,2.3
Appenzell Ausserrhoden,H7,2021,Günstigstes Produkt,16.58,6.7795057,7.498228,0.0,2.3
Freiburg,H8,2018,Standardprodukt,20.19,8.50407,9.388361,0.0,2.3
Appenzell Innerrhoden,H1,2021,Standardprodukt,23.54,13.74497,7.500149,0.0,2.3
Appenzell Innerrhoden,H4,2021,Standardprodukt,18.27,8.453333,7.52,0.0,2.3
Genf,H5,2020,Günstigstes Produkt,17.07,7.251543,7.520571,0.0,2.3
Appenzell Innerrhoden,H4,2020,Standardprodukt,18.27,8.453333,7.52,0.0,2.3
Appenzell Innerrhoden,H8,2021,Standardprodukt,17.1,7.280115,7.520091,0.0,2.3
Appenzell Innerrhoden,H8,2020,Standardprodukt,17.1,7.280115,7.520091,0.0,2.3
Appenzell Ausserrhoden,C5,2019,Standardprodukt,13.91,5.889,5.723085,0.0,2.3
Appenzell Ausserrhoden,C5,2018,Günstigstes Produkt,13.18,5.969,4.912075,0.0,2.3
Schaffhausen,C7,2022,Günstigstes Produkt,12.62,4.1680374,6.150534,0.0,2.3
Appenzell Ausserrhoden,C2,2022,Standardprodukt,19.63,8.268142,9.056309,0.0,2.3
Appenzell Innerrhoden,H2,2022,Günstigstes Produkt,21.95,11.972571,7.679714,0.0,2.3
Appenzell Ausserrhoden,H2,2022,Günstigstes Produkt,21.95,11.972571,7.679714,0.0,2.3
Appenzell Innerrhoden,C7,2019,Günstigstes Produkt,12.4,4.8240643,5.282337,0.0,2.3
Appenzell Innerrhoden,H1,2018,Standardprodukt,22.64,14.244107,6.1001487,0.0,2.3
Appenzell Ausserrhoden,C4,2019,Standardprodukt,13.24,5.218,5.723085,0.0,2.3
Appenzell Innerrhoden,C5,2019,Günstigstes Produkt,13.91,5.889,5.723085,0.0,2.3
Schaffhausen,C7,2022,Standardprodukt,12.62,4.170142,6.150534,0.0,2.3
Appenzell Innerrhoden,H2,2021,Günstigstes Produkt,21.52,11.526857,7.6897144,0.0,2.3
Appenzell Innerrhoden,H3,2022,Standardprodukt,18.2,8.210158,7.689206,0.0,2.3
Appenzell Innerrhoden,H4,2022,Günstigstes Produkt,19.7,9.683333,7.72,0.0,2.3
Appenzell Ausserrhoden,H3,2020,Standardprodukt,17.84,7.967619,7.5698414,0.0,2.3
Genf,H5,2019,Günstigstes Produkt,16.93,7.087886,7.541143,0.0,2.3
Appenzell Ausserrhoden,H2,2021,Günstigstes Produkt,21.52,11.526857,7.6897144,0.0,2.3
Freiburg,H1,2019,Günstigstes Produkt,24.17,12.759,9.108334,0.0,2.3
Appenzell Ausserrhoden,C1,2022,Standardprodukt,20.92,9.525391,9.089453,0.0,2.3
Schaffhausen,C4,2023,Günstigstes Produkt,20.69,9.28983,9.1005,0.0,2.3
Schaffhausen,C4,2023,Standardprodukt,20.69,9.28983,9.1005,0.0,2.3
Genf,C6,2020,Günstigstes Produkt,14.57,4.621227,7.6512,0.0,2.3
Appenzell Ausserrhoden,C1,2023,Standardprodukt,27.61,9.927343,15.379453,0.0,2.3
Schaffhausen,H6,2019,Günstigstes Produkt,15.27,7.2201285,5.752057,0.0,2.3
Appenzell Innerrhoden,H5,2018,Standardprodukt,15.36,7.3042855,5.755457,0.0,2.3
Appenzell Innerrhoden,C6,2019,Günstigstes Produkt,13.19,5.4327445,5.4610143,0.0,2.3
Appenzell Ausserrhoden,C4,2018,Günstigstes Produkt,12.64,5.4335,4.912075,0.0,2.3
Appenzell Ausserrhoden,C6,2019,Günstigstes Produkt,13.19,5.4327445,5.4610143,0.0,2.3
Appenzell Innerrhoden,C4,2019,Günstigstes Produkt,13.24,5.218,5.723085,0.0,2.3
Schaffhausen,C5,2019,Standardprodukt,13.64,5.88205,5.45816,0.0,2.3
Schaffhausen,C6,2019,Günstigstes Produkt,12.92,5.142606,5.4777155,0.0,2.3
Appenzell Innerrhoden,H5,2018,Günstigstes Produkt,15.36,7.3042855,5.755457,0.0,2.3
Schaffhausen,C6,2018,Günstigstes Produkt,12.65,5.254606,5.102941,0.0,2.3
Appenzell Ausserrhoden,H5,2018,Standardprodukt,15.5,7.0939283,6.107357,0.0,2.3
Schaffhausen,H7,2018,Standardprodukt,16.71,8.255275,6.1462636,0.0,2.3
Schaffhausen,C4,2020,Standardprodukt,16.33,7.9285,6.10331,0.0,2.3
Schaffhausen,H5,2018,Günstigstes Produkt,18.21,10.199476,5.7135715,0.0,2.3
Appenzell Ausserrhoden,C5,2019,Günstigstes Produkt,13.91,5.889,5.723085,0.0,2.3
Schaffhausen,C5,2018,Standardprodukt,13.38,5.99805,5.08483,0.0,2.3
Schaffhausen,C5,2019,Günstigstes Produkt,13.64,5.88205,5.45816,0.0,2.3
Appenzell Ausserrhoden,C6,2019,Standardprodukt,13.19,5.4327445,5.4610143,0.0,2.3
Schaffhausen,C6,2018,Standardprodukt,12.65,5.254606,5.102941,0.0,2.3
Schaffhausen,C5,2018,Günstigstes Produkt,13.38,5.99805,5.08483,0.0,2.3
Schaffhausen,C4,2020,Günstigstes Produkt,16.33,7.9285,6.10331,0.0,2.3
Appenzell Ausserrhoden,H8,2021,Günstigstes Produkt,18.09,8.060123,7.7300935,0.0,2.3
Genf,H7,2019,Günstigstes Produkt,17.26,7.232703,7.732088,0.0,2.3
Appenzell Innerrhoden,H4,2021,Günstigstes Produkt,19.26,9.233334,7.73,0.0,2.3
Genf,H7,2018,Günstigstes Produkt,17.47,7.4357033,7.732088,0.0,2.3
Genf,H7,2020,Günstigstes Produkt,17.2,7.165121,7.732088,0.0,2.3
Freiburg,H2,2022,Günstigstes Produkt,22.94,11.63264,9.008,0.0,2.3
Appenzell Innerrhoden,H1,2022,Günstigstes Produkt,23.19,11.91,8.98,0.0,2.3
Appenzell Ausserrhoden,H1,2022,Günstigstes Produkt,23.19,11.91,8.98,0.0,2.3
Freiburg,H4,2018,Günstigstes Produkt,20.61,9.324533,8.987778,0.0,2.3
Freiburg,H2,2020,Günstigstes Produkt,22.94,11.63264,9.008,0.0,2.3
Appenzell Innerrhoden,H8,2021,Günstigstes Produkt,18.09,8.060123,7.7300935,0.0,2.3
Freiburg,H2,2018,Günstigstes Produkt,22.31,10.99736,9.008,0.0,2.3
Freiburg,H8,2022,Günstigstes Produkt,19.69,8.403013,8.988361,0.0,2.3
Appenzell Ausserrhoden,H4,2021,Günstigstes Produkt,19.26,9.233334,7.73,0.0,2.3
Freiburg,H8,2021,Günstigstes Produkt,19.69,8.403013,8.988361,0.0,2.3
Freiburg,H8,2019,Günstigstes Produkt,19.33,8.035013,8.988361,0.0,2.3
Freiburg,H8,2018,Günstigstes Produkt,19.79,8.50407,8.988361,0.0,2.3
Freiburg,H2,2021,Günstigstes Produkt,22.94,11.63264,9.008,0.0,2.3
Appenzell Ausserrhoden,H4,2022,Günstigstes Produkt,19.7,9.683333,7.72,0.0,2.3
Appenzell Innerrhoden,H8,2022,Günstigstes Produkt,18.53,8.510133,7.7200933,0.0,2.3
