Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST,Netznutzung,Energielieferungkosten,Abgaben an das Gemeinwesen,Förderabgaben (KEV)
Tessin,H8,2015,Günstigstes Produkt,18.5,7.78944,7.9,1.96,1.1
Aargau,C3,2015,Günstigstes Produkt,16.53,8.021,6.7949166,0.4698,1.1
Freiburg,C6,2015,Günstigstes Produkt,14.11,4.377978,8.625617,0.0,1.1
Nidwalden,C2,2015,Günstigstes Produkt,17.24,7.4645166,7.680922,1.0,1.1
Schwyz,C7,2015,Günstigstes Produkt,12.66,5.4438972,6.298492,0.47,1.1
Zug,C1,2015,Günstigstes Produkt,19.41,9.1775,8.64025,0.49,1.1
Zug,C4,2015,Günstigstes Produkt,14.84,7.5363135,5.7127833,0.49,1.1
Basel-Landschaft,H7,2015,Günstigstes Produkt,15.95,6.328022,7.8716593,0.647567,1.1
Appenzell Innerrhoden,H3,2015,Günstigstes Produkt,16.32,8.611428,6.610476,0.0,1.1
Zug,C7,2015,Günstigstes Produkt,12.03,4.9094396,5.534708,0.49,1.1
Zug,C5,2015,Günstigstes Produkt,13.63,6.328067,5.7127833,0.49,1.1
St. Gallen,H2,2015,Günstigstes Produkt,21.9,13.003428,7.0434284,0.62,1.1
Nidwalden,H6,2015,Günstigstes Produkt,14.48,6.15694,6.22308,1.0,1.1
Graubünden,C3,2015,Günstigstes Produkt,19.12,8.831667,8.9,1.0,1.1
Solothurn,H2,2015,Günstigstes Produkt,22.75,12.038743,8.602858,1.0,1.1
Zug,H1,2015,Günstigstes Produkt,22.1,12.04625,8.464375,0.49,1.1
Nidwalden,H7,2015,Günstigstes Produkt,16.33,7.295269,6.928231,1.0,1.1
Appenzell Ausserrhoden,H1,2015,Günstigstes Produkt,20.92,11.54,8.28,0.0,1.1
Solothurn,C6,2015,Günstigstes Produkt,15.32,5.29,8.6759,0.49418005,1.1
Basel-Landschaft,C6,2015,Günstigstes Produkt,12.23,3.8473034,6.7896333,0.49418005,1.1
Zug,H4,2015,Günstigstes Produkt,19.0,9.1866665,8.222,0.49,1.1
Nidwalden,C6,2015,Günstigstes Produkt,13.67,4.6698,6.9,1.0,1.1
Zug,H2,2015,Günstigstes Produkt,20.32,10.42,8.3088,0.49,1.1
Solothurn,H5,2015,Günstigstes Produkt,17.335,8.157212,7.522286,1.0,1.1
Zug,H8,2015,Günstigstes Produkt,18.44,8.633333,8.222934,0.49,1.1
Zug,C2,2015,Günstigstes Produkt,18.96,9.679389,7.687,0.49,1.1
Appenzell Innerrhoden,H1,2015,Günstigstes Produkt,21.21,11.815,8.3,0.0,1.1
Solothurn,C1,2015,Günstigstes Produkt,21.49,10.042674,9.229032,1.0,1.1
Nidwalden,H8,2015,Günstigstes Produkt,17.63,8.296117,7.2321224,1.0,1.1
Graubünden,H2,2015,Günstigstes Produkt,22.84,12.94,9.25,1.0,1.1
Solothurn,H3,2015,Günstigstes Produkt,18.12,8.740867,7.3942857,1.0,1.1
Zug,H7,2015,Günstigstes Produkt,14.97,6.7225,6.6604614,0.49,1.1
Nidwalden,H2,2015,Günstigstes Produkt,20.89,11.6056,7.1792,1.0,1.1
Tessin,C5,2015,Günstigstes Produkt,16.42,6.0152,6.8849,1.96,1.1
Schaffhausen,H1,2015,Günstigstes Produkt,25.07,16.561874,7.413594,0.0,1.1
Zug,H5,2015,Günstigstes Produkt,15.5,6.896,7.0068,0.49,1.1
Graubünden,H3,2015,Günstigstes Produkt,20.05,10.606667,7.6306667,1.0,1.1
Jura,C7,2015,Günstigstes Produkt,13.78,4.375963,8.299708,0.0,1.1
Zug,C3,2015,Günstigstes Produkt,15.91,8.207155,6.113333,0.49,1.1
Wallis,C4,2015,Günstigstes Produkt,14.17,5.6444,7.0044,0.6504,1.1
Zug,C6,2015,Günstigstes Produkt,13.23,5.7276,5.9103,0.49,1.1
Graubünden,H5,2015,Günstigstes Produkt,18.87,9.472,7.7572,1.0,1.1
Solothurn,H1,2015,Günstigstes Produkt,25.06,14.66,8.744197,1.0,1.1
Nidwalden,H4,2015,Günstigstes Produkt,18.75,9.416,7.232,1.0,1.1
Graubünden,H1,2015,Günstigstes Produkt,25.88,15.79,9.25,1.0,1.1
Schaffhausen,C6,2015,Günstigstes Produkt,12.93,5.206338,6.624311,0.0,1.1
Freiburg,H4,2015,Günstigstes Produkt,20.99,10.905,8.987778,0.0,1.1
Appenzell Innerrhoden,H6,2015,Günstigstes Produkt,13.16,5.785286,6.2738285,0.0,1.1
Graubünden,C2,2015,Günstigstes Produkt,19.14,8.641334,9.14,1.0,1.1
Aargau,C1,2015,Günstigstes Produkt,18.7,9.49,7.565039,0.537,1.1
Graubünden,C6,2015,Günstigstes Produkt,17.56,6.4929,8.9702,1.0,1.1
Graubünden,H4,2015,Günstigstes Produkt,21.24,10.88,8.636,1.0,1.1
Appenzell Ausserrhoden,C4,2015,Günstigstes Produkt,13.15,5.7435,6.31212,0.0,1.1
Appenzell Ausserrhoden,C5,2015,Günstigstes Produkt,11.38,3.9702,6.31212,0.0,1.1
Luzern,C7,2015,Günstigstes Produkt,12.77,4.8514624,6.5253816,0.36230484,1.1
Freiburg,C7,2015,Günstigstes Produkt,13.52,3.9796138,8.43826,0.0,1.1
Appenzell Innerrhoden,C6,2015,Günstigstes Produkt,11.04,3.7208445,6.224756,0.0,1.1
Aargau,H6,2015,Günstigstes Produkt,12.945,5.6750813,5.80976,0.4,1.1
Luzern,C6,2015,Günstigstes Produkt,14.11,5.3988,7.2062,0.40491,1.1
Bern,C2,2015,Günstigstes Produkt,22.48,10.628269,9.579951,1.0,1.1
St. Gallen,C5,2015,Günstigstes Produkt,12.84,4.95749,6.31212,0.4,1.1
Appenzell Ausserrhoden,C2,2015,Günstigstes Produkt,16.11,7.22895,7.7763085,0.0,1.1
St. Gallen,C7,2015,Günstigstes Produkt,11.356667,3.7364054,5.9303594,0.4,1.1
Nidwalden,H1,2015,Günstigstes Produkt,23.78,14.465625,7.2054167,1.0,1.1
Waadt,C5,2015,Günstigstes Produkt,20.46,9.2464,7.81392,2.3,1.1
Nidwalden,H5,2015,Günstigstes Produkt,16.67,7.8298,6.7436,1.0,1.1
Luzern,H6,2015,Günstigstes Produkt,12.815001,5.45482,5.64452,0.545482,1.1
Luzern,C4,2015,Günstigstes Produkt,15.77,7.3012,6.8184667,0.54759,1.1
Graubünden,C1,2015,Günstigstes Produkt,20.89,10.010625,9.2,1.0,1.1
Jura,C2,2015,Günstigstes Produkt,23.31,10.924476,10.2862,1.0,1.1
Zürich,H4,2015,Günstigstes Produkt,17.11,8.827654,7.109339,0.32,1.1
Zürich,H8,2015,Günstigstes Produkt,16.31,8.130496,7.109511,0.32,1.1
Zürich,H3,2015,Günstigstes Produkt,15.46,7.566495,6.63267,0.32,1.1
Zürich,H7,2015,Günstigstes Produkt,14.93,7.0211716,6.631594,0.32,1.1
Zürich,C1,2015,Günstigstes Produkt,18.11,9.515,7.7182813,0.32,1.1
Tessin,C6,2015,Günstigstes Produkt,15.36,5.806,6.9204335,1.16,1.1
Freiburg,H1,2015,Günstigstes Produkt,25.02,14.8075,9.108334,0.0,1.1
Uri,H3,2015,Günstigstes Produkt,21.65,11.384444,7.997778,1.17,1.1
Solothurn,C2,2015,Günstigstes Produkt,20.724998,9.416458,9.025856,1.0,1.1
Appenzell Ausserrhoden,H6,2015,Günstigstes Produkt,12.91,5.563557,6.250207,0.0,1.1
Freiburg,H3,2015,Günstigstes Produkt,19.02,10.223333,7.6997333,0.0,1.1
Graubünden,H8,2015,Günstigstes Produkt,20.54,9.654,8.636434,1.0,1.1
Freiburg,H2,2015,Günstigstes Produkt,22.69,12.578,9.008,0.0,1.1
Appenzell Innerrhoden,C1,2015,Günstigstes Produkt,17.57,8.897813,7.571875,0.0,1.1
Appenzell Innerrhoden,C2,2015,Günstigstes Produkt,16.29,7.6455,7.543667,0.0,1.1
Luzern,H1,2015,Günstigstes Produkt,21.25,10.234271,8.784792,1.065,1.1
Schaffhausen,C5,2015,Günstigstes Produkt,13.67,5.90856,6.662,0.0,1.1
Graubünden,C5,2015,Günstigstes Produkt,17.74,7.7012,8.6699,1.0,1.1
Genf,H6,2015,Günstigstes Produkt,16.21,6.7680016,7.2849174,1.0561,1.1
Uri,H5,2015,Günstigstes Produkt,20.5,10.273334,8.065333,1.06,1.1
Basel-Landschaft,C3,2015,Günstigstes Produkt,16.65,7.398,7.4521666,0.695181,1.1
Solothurn,C3,2015,Günstigstes Produkt,18.41,8.309572,8.595278,0.695181,1.1
Genf,C7,2015,Günstigstes Produkt,15.13,4.4667053,8.856697,0.6973,1.1
Uri,H1,2015,Günstigstes Produkt,30.42,18.24,9.2,1.88,1.1
Appenzell Innerrhoden,C4,2015,Günstigstes Produkt,12.92,5.488,6.3329,0.0,1.1
Nidwalden,H3,2015,Günstigstes Produkt,17.63,8.865334,6.6551113,1.0,1.1
Appenzell Innerrhoden,H7,2015,Günstigstes Produkt,14.74,7.0364285,6.6027474,0.0,1.1
Luzern,C1,2015,Günstigstes Produkt,21.53,10.405958,8.977417,1.0405959,1.1
Nidwalden,C5,2015,Günstigstes Produkt,14.02,5.019233,6.9,1.0,1.1
Neuenburg,C7,2015,Günstigstes Produkt,14.83,4.3817506,7.4479146,1.9,1.1
Appenzell Ausserrhoden,H3,2015,Günstigstes Produkt,16.03,8.347619,6.579841,0.0,1.1
Wallis,C6,2015,Günstigstes Produkt,14.75,5.722,7.236133,0.68664,1.1
Neuenburg,C5,2015,Günstigstes Produkt,16.6,5.274091,8.330194,1.9,1.1
Aargau,H5,2015,Günstigstes Produkt,16.01,7.999259,6.3830953,0.4523017,1.1
Neuenburg,C6,2015,Günstigstes Produkt,16.29,5.0364604,8.2536955,1.9,1.1
Basel-Landschaft,C5,2015,Günstigstes Produkt,12.84,4.49001,6.7445,0.51442534,1.1
Aargau,C4,2015,Günstigstes Produkt,15.45,7.3396,6.439183,0.418782,1.1
Aargau,H7,2015,Günstigstes Produkt,15.3,7.45539,6.3277144,0.4174617,1.1
Freiburg,C1,2015,Günstigstes Produkt,21.36,10.766641,9.494427,0.0,1.1
Aargau,H3,2015,Günstigstes Produkt,16.97,9.049841,6.30873,0.5105905,1.1
Schaffhausen,C7,2015,Günstigstes Produkt,11.79,4.3143806,6.3762274,0.0,1.1
Uri,H2,2015,Günstigstes Produkt,27.18,15.74,8.716,1.62,1.1
Bern,H7,2015,Günstigstes Produkt,19.46,8.183289,8.722961,1.08,1.1
Freiburg,H8,2015,Günstigstes Produkt,20.17,10.084541,8.988361,0.0,1.1
Graubünden,H6,2015,Günstigstes Produkt,15.06,6.1972,6.80716,1.0,1.1
Schaffhausen,H2,2015,Günstigstes Produkt,22.32,13.828,7.3862,0.0,1.1
Luzern,C5,2015,Günstigstes Produkt,14.025,5.6752,6.8184667,0.42132,1.1
St. Gallen,C3,2015,Günstigstes Produkt,16.013334,8.0075035,6.5541778,0.6,1.1
Wallis,H1,2015,Günstigstes Produkt,20.55,11.125,7.95,1.07,1.1
Schaffhausen,H8,2015,Günstigstes Produkt,19.19,10.687667,7.39865,0.0,1.1
St. Gallen,C4,2015,Günstigstes Produkt,15.150001,7.289053,6.31212,0.6,1.1
Solothurn,H7,2015,Günstigstes Produkt,16.84,7.2838078,7.7046733,1.0,1.1
Jura,H7,2015,Günstigstes Produkt,19.46,8.183289,9.102558,1.08,1.1
Schaffhausen,H4,2015,Günstigstes Produkt,20.24,11.743333,7.3985,0.0,1.1
Zürich,C5,2015,Günstigstes Produkt,12.71,4.782432,6.666832,0.16,1.1
Zürich,C3,2015,Günstigstes Produkt,15.41,7.193333,6.7070565,0.16,1.1
Thurgau,C6,2015,Günstigstes Produkt,13.96,6.16,6.586111,0.2,1.1
Wallis,C2,2015,Günstigstes Produkt,16.83,7.5186334,7.3081,0.889326,1.1
Thurgau,C3,2015,Günstigstes Produkt,17.03,9.128667,6.756,0.245,1.1
Bern,C3,2015,Günstigstes Produkt,19.64,8.677372,9.224861,0.2,1.1
Appenzell Innerrhoden,C7,2015,Günstigstes Produkt,10.45,3.3436506,6.0145144,0.0,1.1
Obwalden,C7,2015,Günstigstes Produkt,12.82,4.40096,6.4172106,0.9,1.1
Genf,C1,2015,Günstigstes Produkt,22.19,9.85,9.7,1.5366,1.1
Thurgau,C4,2015,Günstigstes Produkt,16.535,8.509961,6.4851665,0.245,1.1
Waadt,C3,2015,Günstigstes Produkt,19.63,7.4144,10.017333,0.9,1.1
Aargau,C5,2015,Günstigstes Produkt,12.26,4.5315,6.439183,0.25225833,1.1
Bern,H1,2015,Günstigstes Produkt,28.44,15.94,9.9,1.5,1.1
Bern,C1,2015,Günstigstes Produkt,22.94,10.825849,9.9492655,1.5,1.1
Waadt,H4,2015,Günstigstes Produkt,21.81,9.878794,9.679016,0.9,1.1
Thurgau,C7,2015,Günstigstes Produkt,13.0,5.306052,6.166833,0.245,1.1
Waadt,C4,2015,Günstigstes Produkt,17.78,6.85944,8.52426,0.9,1.1
Solothurn,C5,2015,Günstigstes Produkt,14.4,5.22,8.086416,0.06,1.1
Bern,C5,2015,Günstigstes Produkt,15.68,5.6799183,8.842428,0.06,1.1
Freiburg,H6,2015,Günstigstes Produkt,13.77,5.698958,6.97348,0.0,1.1
Appenzell Ausserrhoden,H2,2015,Günstigstes Produkt,19.23,11.153714,6.9797144,0.0,1.1
Waadt,H5,2015,Günstigstes Produkt,19.2,8.185219,8.802153,0.9,1.1
Obwalden,C5,2015,Günstigstes Produkt,14.53,5.528,7.0035334,0.9,1.1
Bern,H2,2015,Günstigstes Produkt,25.2,13.2868,9.729799,1.5,1.1
Wallis,C1,2015,Günstigstes Produkt,17.76,8.385125,7.263625,0.8316,1.1
Zürich,C7,2015,Günstigstes Produkt,11.36,4.0748634,6.3843613,0.01,1.1
Waadt,H8,2015,Günstigstes Produkt,21.04,9.186181,9.679647,0.9,1.1
Waadt,H2,2015,Günstigstes Produkt,23.25,11.320229,9.727029,0.9,1.1
Bern,H3,2015,Günstigstes Produkt,20.73,9.777111,8.572222,1.5,1.1
Thurgau,C5,2015,Günstigstes Produkt,14.36,6.6,6.5108666,0.2,1.1
Zürich,C6,2015,Günstigstes Produkt,12.21,4.41328,6.648235,0.05,1.1
Jura,H1,2015,Günstigstes Produkt,29.94,15.94,11.4,1.5,1.1
Jura,H3,2015,Günstigstes Produkt,21.69,9.777111,9.306889,1.5,1.1
Luzern,H3,2015,Günstigstes Produkt,17.71,8.690222,7.0524445,0.86902225,1.1
Zürich,C2,2015,Günstigstes Produkt,17.31,8.5913,7.682338,0.18,1.1
Waadt,H3,2015,Günstigstes Produkt,19.675,8.769016,8.706127,0.9,1.1
Neuenburg,C4,2015,Günstigstes Produkt,18.2,7.40586,8.170177,1.56,1.1
Uri,C7,2015,Günstigstes Produkt,15.46,8.206,5.9,0.25,1.1
Bern,H5,2015,Günstigstes Produkt,19.7,8.924367,8.656667,1.5,1.1
Neuenburg,H1,2015,Günstigstes Produkt,26.58,14.67,9.108334,1.56,1.1
Wallis,H3,2015,Günstigstes Produkt,16.53,7.7233334,7.4,0.86,1.1
Neuenburg,H6,2015,Günstigstes Produkt,15.855,6.278886,6.6568,1.56,1.1
Wallis,H4,2015,Günstigstes Produkt,16.53,7.7233334,7.4,0.86,1.1
Aargau,C7,2015,Günstigstes Produkt,11.32,3.7927194,6.196859,0.2,1.1
Jura,H4,2015,Günstigstes Produkt,24.2,11.232111,10.371889,1.5,1.1
Zürich,H6,2015,Günstigstes Produkt,12.47,5.2470455,6.21553,0.187,1.1
Jura,H8,2015,Günstigstes Produkt,23.19,10.219586,10.37248,1.5,1.1
Jura,H2,2015,Günstigstes Produkt,26.28,13.2868,10.3924,1.5,1.1
Neuenburg,H2,2015,Günstigstes Produkt,24.25,13.22,9.008,1.56,1.1
Zürich,C4,2015,Günstigstes Produkt,14.58,6.541,6.52794,0.16,1.1
Jura,C6,2015,Günstigstes Produkt,15.34,5.15539,9.062325,0.02,1.1
Appenzell Ausserrhoden,C7,2015,Günstigstes Produkt,10.2,3.167819,5.9303594,0.0,1.1
Bern,H4,2015,Günstigstes Produkt,23.01,11.232111,9.479834,1.5,1.1
Jura,C3,2015,Günstigstes Produkt,19.64,8.830094,9.512555,0.2,1.1
Aargau,C6,2015,Günstigstes Produkt,12.28,4.2880836,6.918667,0.25,1.1
Bern,H8,2015,Günstigstes Produkt,22.0,10.219586,9.480421,1.5,1.1
Schwyz,C5,2015,Günstigstes Produkt,13.76,5.7125,6.531083,0.17,1.1
Luzern,C3,2015,Günstigstes Produkt,17.62,8.2873335,7.4004445,0.8287333,1.1
Waadt,C2,2015,Günstigstes Produkt,21.0,8.94,10.06,0.9,1.1
Jura,H5,2015,Günstigstes Produkt,20.94,8.924367,9.424434,1.5,1.1
Bern,C6,2015,Günstigstes Produkt,15.34,5.15539,9.062325,0.02,1.1
Freiburg,C3,2015,Günstigstes Produkt,19.67,8.0536,10.52,0.0,1.1
Schwyz,C6,2015,Günstigstes Produkt,13.44,5.327833,6.5718,0.17,1.1
Neuenburg,C3,2015,Günstigstes Produkt,19.39,8.0536,8.6835165,1.56,1.1
Obwalden,C6,2015,Günstigstes Produkt,13.82,4.976,6.844,0.9,1.1
Waadt,H6,2015,Günstigstes Produkt,16.01,6.1739826,7.8416457,0.9,1.1
Waadt,H7,2015,Günstigstes Produkt,18.92,7.6922417,9.013253,0.9,1.1
Waadt,C6,2015,Günstigstes Produkt,15.32,4.5169,8.79732,0.9,1.1
Tessin,C7,2015,Günstigstes Produkt,13.41,5.117771,6.665529,0.84,1.1
Thurgau,H6,2015,Günstigstes Produkt,14.55,7.3222847,5.685,0.27,1.1
Genf,H1,2015,Günstigstes Produkt,21.36,9.117924,9.719777,1.4227,1.1
Jura,C5,2015,Günstigstes Produkt,15.68,5.6799183,8.842428,0.06,1.1
Waadt,C1,2015,Günstigstes Produkt,21.8,9.545,10.06,0.9,1.1
Basel-Landschaft,H2,2015,Günstigstes Produkt,21.81,10.763143,9.111172,0.8449299,1.1
Jura,C1,2015,Günstigstes Produkt,24.32,10.825849,10.885776,1.5,1.1
Thurgau,H2,2015,Günstigstes Produkt,21.71,13.066286,6.651143,0.27,1.1
Bern,C4,2015,Günstigstes Produkt,17.7,7.7004786,8.750772,0.08,1.1
Bern,C7,2015,Günstigstes Produkt,13.78,4.375963,8.299708,0.004,1.1
Thurgau,H3,2015,Günstigstes Produkt,18.43,10.3434925,6.15873,0.27,1.1
Thurgau,H5,2015,Günstigstes Produkt,17.314999,9.401038,6.1844716,0.27,1.1
Waadt,H1,2015,Günstigstes Produkt,24.91,12.845,10.06,0.9,1.1
Thurgau,H8,2015,Günstigstes Produkt,18.42,9.992144,6.652143,0.27,1.1
Waadt,C7,2015,Günstigstes Produkt,14.25,3.9039295,8.150518,0.9,1.1
Jura,C4,2015,Günstigstes Produkt,17.7,7.7004786,8.842428,0.06,1.1
Thurgau,H4,2015,Günstigstes Produkt,19.64,11.026968,6.6519046,0.27,1.1
Freiburg,C1,2016,Günstigstes Produkt,21.01,10.224529,9.494427,0.0,1.3
Waadt,H7,2016,Günstigstes Produkt,18.54,7.7525826,8.451428,0.95,1.3
Uri,H2,2016,Günstigstes Produkt,25.55,14.69,8.0544,1.51,1.3
Bern,H7,2016,Günstigstes Produkt,20.14,8.993731,8.102558,1.08,1.3
St. Gallen,H1,2016,Günstigstes Produkt,24.715,15.790895,6.7568455,0.75,1.3
Jura,C1,2016,Günstigstes Produkt,25.71,13.019573,9.885776,1.5,1.3
Bern,H2,2016,Günstigstes Produkt,25.37,14.52532,8.9576,1.5,1.3
Luzern,C5,2016,Günstigstes Produkt,13.33,5.6752,5.9184666,0.42564,1.3
Schwyz,H3,2016,Günstigstes Produkt,17.18,8.904,5.8404474,0.7,1.3
Basel-Landschaft,C6,2016,Günstigstes Produkt,11.78,3.7573032,6.303467,0.42437014,1.3
Aargau,C4,2016,Günstigstes Produkt,14.18,7.2793665,5.3391247,0.428888,1.3
Schwyz,H6,2016,Günstigstes Produkt,13.85,5.98976,5.8452034,0.7,1.3
Aargau,H7,2016,Günstigstes Produkt,14.98,7.568912,5.677945,0.42713472,1.3
Appenzell Ausserrhoden,C4,2016,Günstigstes Produkt,12.62,5.9165,5.398435,0.0,1.3
Schaffhausen,H4,2016,Günstigstes Produkt,21.43,12.764604,7.368357,0.0,1.3
Jura,H7,2016,Günstigstes Produkt,20.14,9.660115,8.102558,1.08,1.3
Schwyz,H5,2016,Günstigstes Produkt,16.09,8.2992,5.8679047,0.7,1.3
Luzern,C6,2016,Günstigstes Produkt,13.41,5.3988,6.3062,0.40491,1.3
Basel-Stadt,H4,2016,Günstigstes Produkt,25.96,9.245556,8.138333,7.2729,1.3
Neuenburg,C5,2016,Günstigstes Produkt,16.8,5.3540893,8.2501955,1.9,1.3
Thurgau,C7,2016,Günstigstes Produkt,12.7,5.2160525,5.507538,0.31,1.3
Solothurn,C7,2016,Günstigstes Produkt,12.24,4.4060435,6.3746037,0.0,1.3
Neuenburg,C6,2016,Günstigstes Produkt,16.49,5.1141863,8.175969,1.9,1.3
Uri,H4,2016,Günstigstes Produkt,23.07,12.472222,8.024,1.28,1.3
Tessin,C6,2016,Günstigstes Produkt,15.15,5.8063335,6.7652,1.24,1.3
Basel-Stadt,C5,2016,Günstigstes Produkt,20.65,6.484,6.955,5.91396,1.3
Basel-Stadt,C6,2016,Günstigstes Produkt,20.37,6.2572,6.9116,5.904448,1.3
Schaffhausen,H5,2016,Günstigstes Produkt,19.32,11.01019,7.0069284,0.0,1.3
Waadt,H5,2016,Günstigstes Produkt,18.82,8.180171,8.244572,0.95,1.3
Appenzell Ausserrhoden,H7,2016,Günstigstes Produkt,13.35,6.8393683,5.207541,0.0,1.3
Basel-Landschaft,C5,2016,Günstigstes Produkt,12.4,4.40001,6.257,0.4446154,1.3
Uri,C4,2016,Günstigstes Produkt,15.7,8.219417,5.4235334,0.76,1.3
Basel-Landschaft,H3,2016,Günstigstes Produkt,18.25,8.861905,7.3957143,0.6945198,1.3
Bern,H6,2016,Günstigstes Produkt,16.0,6.41611,7.01694,1.26,1.3
Waadt,H6,2016,Günstigstes Produkt,15.76,6.2550516,7.3033714,0.95,1.3
Jura,H6,2016,Günstigstes Produkt,16.0,6.41611,7.01694,1.26,1.3
Schaffhausen,H7,2016,Günstigstes Produkt,17.33,8.912198,7.121044,0.0,1.3
Jura,C6,2016,Günstigstes Produkt,15.71,6.33121,8.062325,0.02,1.3
Genf,C4,2016,Günstigstes Produkt,19.9,8.1702,9.15545,1.2745,1.3
Uri,H1,2016,Günstigstes Produkt,28.84,17.6,8.13,1.81,1.3
Wallis,H1,2016,Günstigstes Produkt,20.55,11.05,7.15,1.07,1.3
Appenzell Innerrhoden,H3,2016,Günstigstes Produkt,15.43,8.521428,5.610476,0.0,1.3
Aargau,H2,2016,Günstigstes Produkt,20.03,11.988857,6.0511427,0.69233143,1.3
Jura,H1,2016,Günstigstes Produkt,31.45,18.25,10.4,1.5,1.3
Zürich,H7,2016,Günstigstes Produkt,14.655001,7.183058,6.108234,0.30923077,1.3
Waadt,C3,2016,Günstigstes Produkt,17.72,7.454533,7.8746667,0.95,1.3
Genf,C7,2016,Günstigstes Produkt,15.33,4.4667053,8.856697,0.6973,1.3
Wallis,C4,2016,Günstigstes Produkt,14.27,5.8192,6.4462,0.698304,1.3
Solothurn,C4,2016,Günstigstes Produkt,16.42,7.714,6.4045835,0.6999,1.3
Genf,H6,2016,Günstigstes Produkt,16.41,6.7680016,7.2849174,1.0561,1.3
Basel-Stadt,H2,2016,Günstigstes Produkt,25.83,9.160857,8.123143,7.2543774,1.3
Appenzell Ausserrhoden,H1,2016,Günstigstes Produkt,20.55,11.9,7.35,0.0,1.3
Genf,H7,2016,Günstigstes Produkt,18.9,8.0243025,8.33278,1.2511,1.3
Schaffhausen,H2,2016,Günstigstes Produkt,23.5,14.850572,7.3548856,0.0,1.3
Appenzell Ausserrhoden,H6,2016,Günstigstes Produkt,12.46,5.8416643,5.320207,0.0,1.3
Appenzell Innerrhoden,H1,2016,Günstigstes Produkt,20.42,11.725,7.4,0.0,1.3
Uri,C2,2016,Günstigstes Produkt,22.26,12.139,7.570367,1.25,1.3
Genf,H3,2016,Günstigstes Produkt,18.63,7.7847776,8.338445,1.2136,1.3
Freiburg,C6,2016,Standardprodukt,11.42,3.48438,6.297547,0.34,1.3
Schaffhausen,H1,2016,Günstigstes Produkt,26.32,17.325,7.7,0.0,1.3
Freiburg,C4,2016,Standardprodukt,12.91,5.604372,5.665648,0.34,1.3
Freiburg,H3,2016,Günstigstes Produkt,18.9,9.9078665,7.693333,0.0,1.3
Graubünden,C2,2016,Günstigstes Produkt,19.73,9.251333,9.183733,1.0,1.3
Graubünden,H2,2016,Günstigstes Produkt,22.9,12.85,9.2,1.0,1.3
Freiburg,H2,2016,Günstigstes Produkt,22.34,12.02616,9.008,0.0,1.3
Basel-Landschaft,C1,2016,Günstigstes Produkt,20.8,9.263281,9.53125,0.71238106,1.3
Freiburg,C7,2016,Standardprodukt,10.43,2.950546,5.8414106,0.34,1.3
Schwyz,H8,2016,Günstigstes Produkt,17.34,8.81,6.2451305,0.7,1.3
Zürich,C1,2016,Günstigstes Produkt,17.66,9.625,7.0315313,0.32,1.3
Basel-Stadt,H8,2016,Günstigstes Produkt,25.96,9.246285,8.138464,7.272966,1.3
Freiburg,C3,2016,Standardprodukt,14.04,6.40246,5.997307,0.34,1.3
Schwyz,C4,2016,Günstigstes Produkt,15.02,7.660293,5.542267,0.7,1.3
Uri,H8,2016,Günstigstes Produkt,21.91,11.406667,8.0244,1.18,1.3
Bern,H8,2016,Günstigstes Produkt,22.06,11.344273,9.1488,1.5,1.3
Appenzell Ausserrhoden,C6,2016,Günstigstes Produkt,10.78,4.2837944,5.202458,0.0,1.3
Appenzell Ausserrhoden,H8,2016,Günstigstes Produkt,15.43,8.040117,6.090093,0.0,1.3
Zürich,H1,2016,Günstigstes Produkt,20.75,10.717143,6.540317,0.32,1.3
Bern,C3,2016,Günstigstes Produkt,20.81,9.628834,8.512555,0.2,1.3
Waadt,C6,2016,Günstigstes Produkt,14.56,4.6276464,7.7316,0.9,1.3
Appenzell Ausserrhoden,H5,2016,Günstigstes Produkt,14.59,7.572214,5.717357,0.0,1.3
Appenzell Ausserrhoden,C3,2016,Günstigstes Produkt,13.9,7.1046667,5.4986916,0.0,1.3
Luzern,H4,2016,Günstigstes Produkt,20.67,9.997666,8.3706665,0.99976665,1.3
Luzern,H7,2016,Günstigstes Produkt,15.94,7.047346,6.886,0.7047346,1.3
Zürich,H2,2016,Günstigstes Produkt,18.26,10.375659,6.5088687,0.32,1.3
Zürich,H5,2016,Günstigstes Produkt,14.77,7.3596487,6.184069,0.32,1.3
Waadt,C7,2016,Günstigstes Produkt,13.5,3.9824152,7.168319,0.9,1.3
Graubünden,H1,2016,Günstigstes Produkt,25.55,15.8125,9.2,1.0,1.3
Jura,C3,2016,Günstigstes Produkt,20.81,10.796322,8.512555,0.2,1.3
Basel-Stadt,H1,2016,Günstigstes Produkt,26.07,9.326786,8.152902,7.2911105,1.3
Freiburg,H6,2016,Günstigstes Produkt,13.89,5.622728,6.97348,0.0,1.3
Luzern,H8,2016,Günstigstes Produkt,20.67,9.998578,8.371644,0.9998578,1.3
Freiburg,H8,2016,Günstigstes Produkt,19.82,9.532309,8.988361,0.0,1.3
Solothurn,C6,2016,Günstigstes Produkt,13.12,5.09539,6.6975,0.02,1.3
Uri,H3,2016,Günstigstes Produkt,20.58,10.761111,7.408,1.11,1.3
Schwyz,C7,2016,Günstigstes Produkt,12.19,5.6082964,5.3140697,0.85,1.3
